"STAND","StrainAlias","FINAL1011order","Clade","Ploidy","Ty1_ratio_over_ploidy","Ty2_ratio_over_ploidy","Ty3_ratio_over_ploidy","Ty4_ratio_over_ploidy","Ty5_ratio_over_ploidy","Total_ratio_over_ploidy","Ty1_count","Ty2_count","Ty3_count","Ty4_count","Ty5_count","Total_count","Sporulation in water","Asci at 24h","Dyads at 24h","Asci at 72h","Dyads at 72h","CLS in water (day 8)","CLS in water (day 20)","CLS in SDC (day 7)","CLS in SDC (day 21)","CLS in SDC (day 35)","CLS in crSDC (day 7)","CLS in crSDC (day 21)","CLS in crSDC (day 35)"
"CHT",NA,747,"M3.Mosaic_Region_3",2,21.57,7.38,3.17,3.88,1.65,37.65,43.14,14.76,6.34,7.76,3.3,75.3,"0","31","0","45","8.8888888890000004","91.8","76.3","87.006608189999994","24.374706799999998","11.61695937","94.186199560000006","74.244233739999999","61.956029860000001"
"ABD",NA,748,"M3.Mosaic_Region_3",2,21.4,17.5,3.94,4.15,2.06,49.05,42.8,35,7.88,8.3,4.12,98.1,"0","0","NA","0","NA","71.5","50.7","83.485827159999999","78.776462969999997","62.135771380000001","91.712140809999994","69.781307220000002","50.507040279999998"
"ATC",NA,749,"M3.Mosaic_Region_3",2,24.47,13.85,2.46,4.32,2.84,47.94,48.94,27.7,4.92,8.64,5.68,95.88,"0","13","7.692307692","36","8.3333333330000006","91.2","70.3","72.120350500000001","31.64445151","23.93616389","96.882066629999997","52.931149490000003","35.438914310000001"
"ATD",NA,750,"M3.Mosaic_Region_3",2,23.51,4.19,2,2.17,1.12,32.99,47.02,8.38,4,4.34,2.24,65.98,"0","3","0","51","17.647058820000002","95.1","90.1","104.0662461","82.235229329999996","18.951100360000002","93.826255360000005","65.728352369999996","19.541021189999999"
"ANA",NA,751,"M3.Mosaic_Region_3",2,15.31,8.6,1.78,0,0,25.69,30.62,17.2,3.56,0,0,51.38,"0","0","NA","0","NA","57.3","26.2","52.207905789999998","13.48198769","16.00965751","93.99373903","61.449206840000002","45.205548890000003"
"BBL",NA,752,"M3.Mosaic_Region_3",2,0.02,39.67,2.98,0,0,42.67,0.04,79.34,5.96,0,0,85.34,"0","97","7.2164948449999997","97","3.0927835049999999","33.700000000000003","23.1","60.112623919999997","39.773262799999998","69.166528220000004","93.402880730000007","61.869413690000002","42.711341310000002"
"CDC",NA,753,"M3.Mosaic_Region_3",2,4.02,14.97,0.97,0.01,0,19.97,8.04,29.94,1.94,0.02,0,39.94,"33.799999999999997","94","4.255319149","92","5.434782609","NA","NA","82.889578499999999","41.247233649999998","33.433742510000002","96.098991859999998","89.091793120000006","72.895425720000006"
"CDD",NA,754,"M3.Mosaic_Region_3",2,6.13,16.05,0,0,0.01,22.19,12.26,32.1,0,0,0.02,44.38,"33.9","95","0","98","3.0612244899999999","NA","NA","87.46460003","40.363960570000003","19.391541700000001","92.251932499999995","75.06600091","59.114719270000002"
"CDE",NA,755,"M3.Mosaic_Region_3",2,5.99,20.16,0,0,0.01,26.16,11.98,40.32,0,0,0.02,52.32,"54.3","98","0","99","4.0404040400000003","NA","NA","87.659163669999998","51.458491479999999","26.266076940000001","92.231742850000003","81.564087779999994","67.567171520000002"
"CPC",NA,756,"M3.Mosaic_Region_3",2,9.19,9.25,3.05,3.2,1.56,26.25,18.38,18.5,6.1,6.4,3.12,52.5,"0","3","0","26","3.846153846","90.7","87.8","84.918054659999996","36.959621390000002","16.467247749999999","95.532328910000004","78.860211399999997","51.04294471"
"BMF",NA,757,"M3.Mosaic_Region_3",2,22.19,14.74,3.37,2.11,1.21,43.62,44.38,29.48,6.74,4.22,2.42,87.24,"0","0","NA","0","NA","94.3","79.7","75.553650070000003","22.248816560000002","18.317847100000002","89.906378230000001","44.717615719999998","18.653361790000002"
"CKN",NA,758,"M3.Mosaic_Region_3",2,27.07,12.99,3.68,5.64,1.53,50.91,54.14,25.98,7.36,11.28,3.06,101.82,"0","2","0","58","6.896551724","89.8","68.400000000000006","90.204688919999995","35.631940630000003","13.069987429999999","93.90275656","67.993099529999995","50.319884389999999"
"CIG",NA,759,"M3.Mosaic_Region_3",2,20.18,11.37,3.12,3.12,1.15,38.94,40.36,22.74,6.24,6.24,2.3,77.88,"0","1","0","50","4","91.5","74.400000000000006","89.170015750000005","42.40590701","15.052851799999999","91.859465380000003","42.211158249999997","22.440548580000002"
"CIL",NA,760,"M3.Mosaic_Region_3",2,20.58,13.82,3.1,3.85,1.11,42.46,41.16,27.64,6.2,7.7,2.22,84.92,"0","4","0","41","2.4390243900000002","93.8","79.3","88.427188040000004","46.950285200000003","18.98308514","92.147143290000002","58.522391419999998","30.574620939999999"
"AAG",NA,761,"M3.Mosaic_Region_3",1,19.85,10.22,6.29,1.06,4.61,42.03,19.85,10.22,6.29,1.06,4.61,42.03,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AHA",NA,762,"M3.Mosaic_Region_3",1,15.8,8.3,4.7,1.04,2.26,32.1,15.8,8.3,4.7,1.04,2.26,32.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CII",NA,763,"M3.Mosaic_Region_3",2,42,26.56,2.21,3.96,1.12,75.85,84,53.12,4.42,7.92,2.24,151.7,"0","0","NA","11","0","73.400000000000006","59.8","68.374628860000001","10.668451299999999","4.4305731709999998","87.124745989999994","25.480063319999999","16.07009571"
"CIK",NA,764,"M3.Mosaic_Region_3",2,40.09,24.54,2.37,4.52,1.06,72.58,80.18,49.08,4.74,9.04,2.12,145.16,"0","2","0","28","7.1428571429999996","69","53.9","42.909171129999997","7.5863484349999997","3.3336473120000001","88.026155430000003","37.75654359","23.483604379999999"
"BTA",NA,765,"M3.Mosaic_Region_3",3,33.87,26.31,3.52,0.74,1.07,65.51,101.61,78.93,10.56,2.22,3.21,196.53,"0","0","NA","42","7.1428571429999996","69.7","50.8","50.410128110000002","13.3091417","20.311954780000001","91.319120440000006","18.915715980000002","16.384745809999998"
"BDC",NA,766,"M3.Mosaic_Region_3",2,20.84,8.62,3.42,5.21,2.22,40.31,41.68,17.24,6.84,10.42,4.44,80.62,"0","0","NA","58","3.448275862","60.2","38.6","60.016042249999998","12.72334567","12.99427157","93.157004499999999","42.266181680000003","27.264779440000002"
"BDF",NA,767,"M3.Mosaic_Region_3",2,19.1,8.59,3.43,5.29,2.01,38.42,38.2,17.18,6.86,10.58,4.02,76.84,"0","4","0","66","7.575757576","78.5","54.8","85.349792539999996","52.447379079999997","24.962470209999999","95.948889080000001","79.653168989999998","53.782903009999998"
"BDG",NA,768,"M3.Mosaic_Region_3",2,20.54,8.32,3.41,5.12,2.09,39.48,41.08,16.64,6.82,10.24,4.18,78.96,"0","4","0","62","0","78.3","55.4","84.54932556","53.973625560000002","22.89202714","95.658622870000002","75.916629889999996","46.194984910000002"
"CHQ",NA,769,"M3.Mosaic_Region_3",2,12.06,16.39,1.96,3.4,1.65,35.46,24.12,32.78,3.92,6.8,3.3,70.92,"0","0","NA","0","NA","75.099999999999994","27.7","63.5558537","0.91276540299999998","1.0153380350000001","8.8138454789999994","2.278326587","9.3826679530000003"
"ALR",NA,770,"M3.Mosaic_Region_3",3,8.73,25.93,0.29,6.01,0.72,41.68,26.19,77.79,0.87,18.03,2.16,125.04,"0","9","0","75","6.6666666670000003","65.3","43","54.465728110000001","7.1600736940000003","4.665010755","93.990587790000006","66.267013820000003","41.848411659999996"
"AEL",NA,771,"M3.Mosaic_Region_3",2,7.21,23.3,0.9,0.87,0,32.28,14.42,46.6,1.8,1.74,0,64.56,"NA","0","NA","0","NA","NA","24.8","16.1893992","9.3080107539999997","10.16701185","76.283319689999999","42.988594999999997","25.930333269999998"
"AEE",NA,772,"M3.Mosaic_Region_3",3,15.68,13.79,0.96,1.33,0.85,32.61,47.04,41.37,2.88,3.99,2.55,97.83,"0","0","NA","21","0","70.900000000000006","49","27.868315339999999","9.146651211","8.7122939749999997","93.198542230000001","35.645860239999998","18.50129634"
"ARA",NA,773,"M3.Mosaic_Region_3",4,11.13,15.93,0.47,0.53,1.17,29.23,44.52,63.72,1.88,2.12,4.68,116.92,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ARB",NA,774,"M3.Mosaic_Region_3",4,11.27,13.62,0.24,1.35,0,26.48,45.08,54.48,0.96,5.4,0,105.92,"NA","0","NA","41","9.7560975610000007","NA","NA","NA","NA","NA","NA","NA","NA"
"BTB",NA,775,"M3.Mosaic_Region_3",3,11.6,14.06,1.28,1.46,0.75,29.15,34.8,42.18,3.84,4.38,2.25,87.45,"NA","0","NA","3","33.333333330000002","NA","NA","NA","NA","NA","NA","NA","NA"
"ATB",NA,776,"M3.Mosaic_Region_3",3,20.82,24.14,1.61,1.05,1.45,49.07,62.46,72.42,4.83,3.15,4.35,147.21,"0","0","NA","46","21.739130429999999","63.6","42.8","70.495640030000004","21.71620171","13.117578679999999","90.463101780000002","39.802760960000001","28.63006042"
"BIE",NA,777,"M3.Mosaic_Region_3",2,9.89,22.38,2.38,3.78,1.64,40.07,19.78,44.76,4.76,7.56,3.28,80.14,"0","2","0","51","1.9607843140000001","80.8","55.8","86.809639880000006","23.461759369999999","8.2072382180000005","97.378330379999994","80.502818480000002","50.001566050000001"
"BPA",NA,778,"M3.Mosaic_Region_3",2,10.62,23.19,2.44,4.97,1.65,42.87,21.24,46.38,4.88,9.94,3.3,85.74,"0","1","0","39","2.5641025640000001","40.799999999999997","24.6","14.978465890000001","6.3725853079999997","8.1578353670000006","91.538482490000007","36.338207619999999","24.976249580000001"
"AGT",NA,779,"M3.Mosaic_Region_3",1,15.39,17.26,2.91,3.36,2.05,40.97,15.39,17.26,2.91,3.36,2.05,40.97,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CIH",NA,780,"M3.Mosaic_Region_3",2,20.74,30.65,3.14,3.36,3.21,61.1,41.48,61.3,6.28,6.72,6.42,122.2,"0","0","NA","24","70.833333330000002","95","87","89.255362309999995","38.849473979999999","12.37772335","91.572181420000007","80.208277580000001","60.511318959999997"
"ABF",NA,781,"M3.Mosaic_Region_3",1,21.3,12.56,1.07,2.1,2.1,39.13,21.3,12.56,1.07,2.1,2.1,39.13,"0","NA","NA","NA","NA","84.7","85.6","NA","NA","NA","NA","NA","NA"
"SACE_YAL",NA,782,"M3.Mosaic_Region_3",2,19.7,9.76,1.11,3.48,2.89,36.94,39.4,19.52,2.22,6.96,5.78,73.88,"NA","0.99009901","0","11.40350877","0","NA","NA","92.723216980000004","56.182798349999999","27.78541452","98.355495610000006","91.794422769999997","74.267524309999999"
"AEI",NA,783,"M3.Mosaic_Region_3",1,10.09,17.45,2.96,1.04,1.99,33.53,10.09,17.45,2.96,1.04,1.99,33.53,"0","NA","NA","NA","NA","73.400000000000006","63.9","NA","NA","NA","NA","NA","NA"
"AFG",NA,784,"M3.Mosaic_Region_3",1,10.84,12.82,0.96,0,1.01,25.63,10.84,12.82,0.96,0,1.01,25.63,"0","NA","NA","NA","NA","52","23.5","NA","NA","NA","NA","NA","NA"
"SACE_YBU",NA,785,"M3.Mosaic_Region_3",2,11.94,16.35,3.31,1.22,1.31,34.13,23.88,32.7,6.62,2.44,2.62,68.26,"0","51.327433630000002","1.724137931","75.409836069999997","11.956521739999999","91.46","71.200800000000001","44.800907039999998","2.2105311479999998","1.053081964","96.521520820000006","85.262749110000001","71.157223189999996"
"SACE_YBM",NA,786,"M3.Mosaic_Region_3",2,23.51,7.32,1.03,3.34,2.59,37.79,47.02,14.64,2.06,6.68,5.18,75.58,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ABC",NA,787,"M3.Mosaic_Region_3",1,14.13,5.5,3.74,2.72,2.31,28.4,14.13,5.5,3.74,2.72,2.31,28.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YDL",NA,788,"M3.Mosaic_Region_3",2,14.84,6.05,4.23,2.79,2.57,30.48,29.68,12.1,8.46,5.58,5.14,60.96,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YDN",NA,789,"M3.Mosaic_Region_3",2,20.2,7.89,4.42,0,2.51,35.02,40.4,15.78,8.84,0,5.02,70.04,"0","19.270833329999999","0","45.794392520000002","8.1632653059999996","79.66","36.233600000000003","9.4284419459999995","0.68075401000000002","0.62302807999999998","75.234652130000001","40.947880490000003","42.225883150000001"
"CIC",NA,790,"M3.Mosaic_Region_3",2,12.87,16.18,1.34,6.07,0.56,37.02,25.74,32.36,2.68,12.14,1.12,74.04,"12.7","36","0","70","30","NA","NA","85.493577459999997","49.963433160000001","29.872181229999999","89.10077115","69.777115899999998","44.099475050000002"
"CDK",NA,791,"M3.Mosaic_Region_3",1,6.74,7.44,0.92,0,2.12,17.22,6.74,7.44,0.92,0,2.12,17.22,"0","NA","NA","NA","NA","76.099999999999994","65.099999999999994","50.259511160000002","29.608049990000001","45.898850170000003","89.0584451","72.292720419999995","61.251387610000002"
"CEM",NA,792,"M3.Mosaic_Region_3",1,4.91,3.24,0,2.14,2.73,13.02,4.91,3.24,0,2.14,2.73,13.02,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CIF",NA,793,"M3.Mosaic_Region_3",2,13.11,25.32,1.37,1.34,1.06,42.2,26.22,50.64,2.74,2.68,2.12,84.4,"0","5","0","14","0","91.7","90","63.463743919999999","29.210650319999999","13.38487937","70.571398799999997","50.814363309999997","43.976606420000003"
"CID",NA,794,"M3.Mosaic_Region_3",2,26.39,14.48,1.37,4.76,1.11,48.11,52.78,28.96,2.74,9.52,2.22,96.22,"0","0","NA","0","NA","69.400000000000006","41.4","53.532093869999997","13.074024290000001","7.140179904","83.295606309999997","19.491725590000001","16.58663035"
"BBT",NA,795,"M3.Mosaic_Region_3",3,16.83,18.27,1.3,1.08,1.4,38.88,50.49,54.81,3.9,3.24,4.2,116.64,"0","10","0","51","9.8039215689999999","71.3","46.7","60.195763650000004","11.66262311","5.8985901839999997","91.816548539999999","37.507420420000003","24.324683180000001"
"CHN",NA,796,"M3.Mosaic_Region_3",2,6.29,18.8,0,5.45,1.7,32.24,12.58,37.6,0,10.9,3.4,64.48,"0","24","0","50","6","86.9","68.5","25.920784959999999","6.9317476520000003","6.1845275119999998","96.438302059999998","79.848079540000001","61.567689829999999"
"CHP",NA,797,"M3.Mosaic_Region_3",2,5.51,19.86,0,5.29,1.62,32.28,11.02,39.72,0,10.58,3.24,64.56,"0","30","0","58","15.51724138","89.1","67.5","25.317976009999999","13.84727885","6.9264060860000001","95.446611860000004","78.020573389999996","59.88983004"
"CMG",NA,798,"M3.Mosaic_Region_3",3,10.53,16.09,2.46,0.76,0.77,30.61,31.59,48.27,7.38,2.28,2.31,91.83,"0","56","0","84","16.666666670000001","80.599999999999994","74","60.849444140000003","35.317416420000001","23.604703099999998","95.738346649999997","60.355387520000001","29.325237040000001"
"CRE",NA,799,"M3.Mosaic_Region_3",3,14.41,14.94,1.6,4.64,0.87,36.46,43.23,44.82,4.8,13.92,2.61,109.38,"0","1","0","41","24.390243900000002","76.7","58.4","94.087356689999993","24.993519630000002","8.0988723169999997","94.404359830000004","40.224539470000003","20.666855300000002"
"BDM",NA,800,"M3.Mosaic_Region_3",2,18.03,22.13,3.03,1.01,0.67,44.87,36.06,44.26,6.06,2.02,1.34,89.74,"0","0","NA","16","0","77.3","49.6","51.952401639999998","28.51725622","21.113327940000001","92.39479249","62.111098900000002","54.488317139999999"
"ACI",NA,801,"M3.Mosaic_Region_3",1,17.41,8.32,2.04,4.04,1.05,32.86,17.41,8.32,2.04,4.04,1.05,32.86,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCS",NA,802,"M3.Mosaic_Region_3",2,21.52,25.37,5.26,5.73,2.56,60.44,43.04,50.74,10.52,11.46,5.12,120.88,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ACL",NA,803,"M3.Mosaic_Region_3",1,9.75,22.42,0,0,0.86,33.03,9.75,22.42,0,0,0.86,33.03,"0","NA","NA","NA","NA","42.2","22.9","NA","NA","NA","NA","NA","NA"
"CEQ",NA,804,"M3.Mosaic_Region_3",2,11.71,9.36,2.04,0.02,0.01,23.14,23.42,18.72,4.08,0.04,0.02,46.28,"0","0","NA","32","0","94.3","87.7","85.657166270000005","37.378153480000002","13.87641801","90.343567289999996","61.631480930000002","46.309630009999999"
"BAB",NA,805,"13.African_palm_wine",3,1.63,5.28,0.31,0,1.05,8.27,4.89,15.84,0.93,0,3.15,24.81,"0","0","NA","30","3.3333333330000001","35.6","10.6","66.600048889999997","20.719359789999999","15.11767627","93.995019220000003","67.711384460000005","33.354135929999998"
"AVV",NA,806,"13.African_palm_wine",3,1.38,5.56,0.31,0,1.01,8.26,4.14,16.68,0.93,0,3.03,24.78,"0","1","0","10","40","47.1","0.95","66.41453344","41.037237169999997","81.285730470000004","93.891520540000002","72.252842909999998","50.520821210000001"
"BAA",NA,807,"13.African_palm_wine",3,1.38,5.7,0.31,0,1.12,8.51,4.14,17.1,0.93,0,3.36,25.53,"0","1","0","21","9.5238095240000007","36.4","12.1","65.884195099999999","23.534950670000001","16.79741808","94.278532729999995","75.312725979999996","46.52033016"
"BAD",NA,808,"13.African_palm_wine",3,1.67,5.45,0.31,0,1.03,8.46,5.01,16.35,0.93,0,3.09,25.38,"0","0","NA","23","8.6956521739999992","37","13.3","66.280498050000006","23.609902739999999","27.794544290000001","93.899398649999995","74.358321079999996","48.228142130000002"
"BAC",NA,809,"13.African_palm_wine",3,1.67,5.84,0.31,0,1.19,9.01,5.01,17.52,0.93,0,3.57,27.03,"0","2","0","36","16.666666670000001","34.299999999999997","11.2","57.739579839999998","27.42268207","32.086192310000001","93.997678089999994","69.062433209999995","40.028862230000001"
"BAE",NA,810,"13.African_palm_wine",3,1.7,6.02,0.31,0,1.39,9.42,5.1,18.06,0.93,0,4.17,28.26,"0","0","NA","28","17.85714286","31.8","9.76","60.139019159999997","18.890398869999999","27.578364499999999","94.285426079999993","73.854196869999996","45.188615599999999"
"BAF",NA,811,"13.African_palm_wine",2,10.85,0.97,0,0,2.3,14.12,21.7,1.94,0,0,4.6,28.24,"0","43","0","96","6.25","69.099999999999994","61.1","27.615901409999999","5.7546492020000004","3.4414646860000002","79.524813089999995","64.198369470000003","47.686122619999999"
"CFA",NA,812,"13.African_palm_wine",2,9.23,1.09,1.01,0.01,2.12,13.46,18.46,2.18,2.02,0.02,4.24,26.92,"44.3","0.8","0","29","0","NA","NA","8.379687637","3.0005372509999999","3.4867068990000001","63.303222900000002","4.6334992890000004","3.758955254"
"SACE_GAL",NA,813,"13.African_palm_wine",2,19.64,5.25,0.96,0,1.25,27.1,39.28,10.5,1.92,0,2.5,54.2,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CPS",NA,814,"13.African_palm_wine",3,22.88,0.01,0,0,1.74,24.63,68.64,0.03,0,0,5.22,73.89,"0","0","NA","0","NA","55.1","44.8","47.403245589999997","42.632699819999999","53.152268329999998","84.361200909999994","54.776671759999999","36.928769299999999"
"CPT",NA,815,"13.African_palm_wine",2,25.9,0.01,0,0,1.72,27.63,51.8,0.02,0,0,3.44,55.26,"0","7","0","20","5","38.4","37.5","28.104211459999998","11.642313529999999","4.4522453420000003","91.902686680000002","58.1200318","31.95628632"
"CQA",NA,816,"13.African_palm_wine",2,14.75,0.01,0,0,3.38,18.14,29.5,0.02,0,0,6.76,36.28,"0","0","NA","5","0","69.3","60.6","77.481208820000006","56.845687329999997","45.03473889","90.623203630000006","82.584898280000004","69.514241609999999"
"CQB",NA,817,"13.African_palm_wine",2,15.73,0.03,0.01,0,2.22,17.99,31.46,0.06,0.02,0,4.44,35.98,"0","0","NA","2","0","52","49.7","55.970487329999997","26.811192129999998","17.1554836","92.529753619999994","81.738179470000006","62.679291689999999"
"AHS",NA,818,"13.African_palm_wine",1,46.88,0.94,6.18,0,2.98,56.98,46.88,0.94,6.18,0,2.98,56.98,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ADV",NA,819,"13.African_palm_wine",1,34.2,0.02,6.14,0,2.49,42.85,34.2,0.02,6.14,0,2.49,42.85,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AKG",NA,820,"13.African_palm_wine",2,39.04,1.07,5.3,0,1.69,47.1,78.08,2.14,10.6,0,3.38,94.2,"16","30","0","65","3.076923077","NA","62.5","84.245219039999995","34.340950970000002","18.076315229999999","93.818390170000001","25.822331210000002","18.97136592"
"SACE_YAC",NA,821,"13.African_palm_wine",2,19.33,5.43,2.05,0,0,26.81,38.66,10.86,4.1,0,0,53.62,"0","69.491525420000002","0","83.941605839999994","4.3478260869999996","62.45","44.494300000000003","81.275765840000005","21.321266529999999","8.3175086080000007","86.71720895","33.292965930000001","27.85791171"
"ADF",NA,822,"13.African_palm_wine",1,8.94,0.96,1.99,0,2.87,14.76,8.94,0.96,1.99,0,2.87,14.76,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AKB",NA,823,"13.African_palm_wine",2,6.79,0.88,1.47,0,2.9,12.04,13.58,1.76,2.94,0,5.8,24.08,"0","79","0","89","4.4943820219999999","57.3","44.6","85.324825910000001","22.28186912","12.10480931","95.876268659999994","56.175421620000002","39.959288639999997"
"AKD",NA,824,"13.African_palm_wine",3,14.87,0.66,0.69,0,1.72,17.94,44.61,1.98,2.07,0,5.16,53.82,"0","71","0","76","0","65.3","50","79.703224610000007","30.674298490000002","18.142986400000002","95.735884740000003","63.510969449999997","40.792308759999997"
"AKC",NA,825,"13.African_palm_wine",3,11.35,0.65,0.34,0.01,2.67,15.02,34.05,1.95,1.02,0.03,8.01,45.06,"0","70","0","73","0","50","40.6","67.206203329999994","16.084062939999999","9.603316779","91.988365950000002","39.076137160000002","27.089707829999998"
"AKE",NA,826,"13.African_palm_wine",2,10.63,0.71,0,0,2.69,14.03,21.26,1.42,0,0,5.38,28.06,"0","83","1.2048192769999999","94","8.5106382979999999","69.599999999999994","55.2","91.499882360000001","32.769026910000001","14.248358140000001","95.579319290000001","52.539549139999998","31.316588029999998"
"AKH",NA,827,"13.African_palm_wine",2,10.42,0.76,0,0,2.73,13.91,20.84,1.52,0,0,5.46,27.82,"12.4","91","2.1978021980000002","99","6.0606060609999997","NA","45.1","83.218564499999999","21.077740200000001","11.06241204","88.57866405","26.410977750000001","23.669880920000001"
"APQ",NA,828,"13.African_palm_wine",2,19.75,1.1,2.15,0,0,23,39.5,2.2,4.3,0,0,46,"0","0","NA","0","NA","23.8","9.91","15.51057471","4.8564710729999998","8.8188216619999995","42.359553300000002","19.14270763","7.468610526"
"APR",NA,829,"13.African_palm_wine",2,19.37,0.98,2.07,0,0,22.42,38.74,1.96,4.14,0,0,44.84,"36.299999999999997","64","0","78","0","NA","NA","82.156506800000002","71.659334790000003","45.621066239999998","83.740140319999995","35.852681279999999","16.218675439999998"
"ATP",NA,830,"13.African_palm_wine",2,19.08,1.01,0.96,0,0,21.05,38.16,2.02,1.92,0,0,42.1,"0","0","NA","4","0","52.3","49.1","17.776299689999998","3.1781862009999999","3.461296999","65.044453869999998","24.848592350000001","17.789785040000002"
"SACE_YBP",NA,831,"13.African_palm_wine",2,23.97,1.65,0.94,0,0,26.56,47.94,3.3,1.88,0,0,53.12,"NA","17.213114749999999","0","67.521367519999998","5.0632911390000004","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCV",NA,832,"13.African_palm_wine",2,20.93,1.34,2.2,0,0,24.47,41.86,2.68,4.4,0,0,48.94,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BAM",NA,833,"14.CHNIII",2,7.96,36.73,10.94,6.42,2.18,64.23,15.92,73.46,21.88,12.84,4.36,128.46,"48.6","100","10","99","11.11111111","NA","NA","70.807934650000007","13.06578595","8.5551760439999995","87.293138959999993","40.937638110000002","28.754178379999999"
"BAQ",NA,834,"14.CHNIII",2,7.86,36.29,10.82,6.53,2.22,63.72,15.72,72.58,21.64,13.06,4.44,127.44,"48","78","2.5641025640000001","92","2.1739130430000002","NA","NA","52.922072559999997","12.31776524","8.3690017829999999","86.961068740000002","54.646069079999997","38.060355149999999"
"BAG",NA,835,"15.CHNII",2,0.01,12.99,6.49,3.07,1.13,23.69,0.02,25.98,12.98,6.14,2.26,47.38,"0","75","0","94","1.063829787","65.7","56.2","40.625396909999999","9.3685796260000007","8.3020326250000007","94.761563269999996","55.741938070000003","40.317384240000003"
"BAH",NA,836,"15.CHNII",2,0.01,15.13,0.98,4.36,0,20.48,0.02,30.26,1.96,8.72,0,40.96,"0","83","0","97","3.0927835049999999","42.3","25.5","17.011372770000001","5.016247871","5.3885795720000003","82.594273999999999","33.184839240000002","28.21171764"
"BAL",NA,837,"16.CHNI",2,9.23,0.03,14.53,0.01,0,23.8,18.46,0.06,29.06,0.02,0,47.6,"46.8","87","0","98","7.1428571429999996","NA","NA","76.63627941","11.536677900000001","7.0617638119999997","95.158683429999996","74.628435150000001","45.556343060000003"
"AMH",NA,838,"17.Taiwanese",2,2,32.63,0,0.01,8.9,43.54,4,65.26,0,0.02,17.8,87.08,"21","86","2.3255813949999999","95","9.4736842110000001","NA","NA","15.54285009","3.3071903790000001","5.1090664280000002","93.747410889999998","47.195577870000001","28.225566199999999"
"CEG",NA,839,"17.Taiwanese",2,2.1,33.65,0,0,9.07,44.82,4.2,67.3,0,0,18.14,89.64,"22.1","88","2.2727272730000001","97","3.0927835049999999","NA","NA","22.048683669999999","4.5049282020000003","2.9669587599999998","87.464818500000007","23.660134240000001","15.770431609999999"
"CEI",NA,840,"17.Taiwanese",2,3.08,24.86,1,0.01,8.72,37.67,6.16,49.72,2,0.02,17.44,75.34,"20.3","89","2.247191011","96","8.3333333330000006","NA","51.9","13.437395199999999","5.0900794170000001","3.646872106","80.312265280000005","20.124422930000001","15.00192112"
"CCQ",NA,841,"18.Far_East_Asia",2,3,6.01,3.88,2.17,2.1,17.16,6,12.02,7.76,4.34,4.2,34.32,"46.8","89","0","99","10.1010101","NA","NA","81.162973379999997","21.997322449999999","11.200355460000001","89.60531546","43.643758249999998","29.143867579999998"
"CCR",NA,842,"18.Far_East_Asia",2,1.04,2.11,0.01,2.27,2.12,7.55,2.08,4.22,0.02,4.54,4.24,15.1,"50.7","88","3.4090909090000001","99","8.0808080810000007","NA","NA","86.412687030000001","32.009310190000001","13.19992966","91.766396009999994","67.129715880000006","48.034549050000003"
"CCS",NA,843,"18.Far_East_Asia",2,1.08,0.03,4.99,0.01,2.22,8.33,2.16,0.06,9.98,0.02,4.44,16.66,"50.8","91","2.1978021980000002","100","9","NA","NA","80.732735750000003","20.039376789999999","7.5999594989999997","89.420752500000006","51.829214069999999","33.589872059999998"
"BAK",NA,844,"18.Far_East_Asia",2,0.99,2.18,5.9,3.99,0,13.06,1.98,4.36,11.8,7.98,0,26.12,"25.8","88","3.4090909090000001","98","11.224489800000001","NA","NA","85.099633019999999","11.560320129999999","3.529863975","95.653327579999996","72.530281360000004","50.252199390000001"
"BAI",NA,845,"18.Far_East_Asia",2,5.1,0.02,1.01,2.13,0,8.26,10.2,0.04,2.02,4.26,0,16.52,"39","93","5.3763440859999996","97","9.2783505149999996","NA","NA","60.922335740000001","6.6981367389999997","3.6464706730000001","85.766043479999993","61.491237439999999","44.847394450000003"
"ACQ",NA,846,"18.Far_East_Asia",1,1.1,0.05,0,2.06,0.98,4.19,1.1,0.05,0,2.06,0.98,4.19,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
