"STAND","StrainAlias","FINAL1011order","Clade","Ploidy","Ty1_ratio_over_ploidy","Ty2_ratio_over_ploidy","Ty3_ratio_over_ploidy","Ty4_ratio_over_ploidy","Ty5_ratio_over_ploidy","Total_ratio_over_ploidy","Ty1_count","Ty2_count","Ty3_count","Ty4_count","Ty5_count","Total_count","Sporulation in water","Asci at 24h","Dyads at 24h","Asci at 72h","Dyads at 72h","CLS in water (day 8)","CLS in water (day 20)","CLS in SDC (day 7)","CLS in SDC (day 21)","CLS in SDC (day 35)","CLS in crSDC (day 7)","CLS in crSDC (day 21)","CLS in crSDC (day 35)"
"CAT",NA,349,"01.Wine_European",2,0.04,20.48,0.02,0,3.73,24.27,0.08,40.96,0.04,0,7.46,48.54,"0","19","0","75","22.666666670000001","82.4","72.400000000000006","47.394283569999999","13.33146062","12.71327278","94.360495259999993","77.582415740000002","70.704204329999996"
"CBC",NA,350,"01.Wine_European",2,0.04,26.6,0.01,0,3.65,30.3,0.08,53.2,0.02,0,7.3,60.6,"16","20","15","77","53.246753249999998","NA","NA","73.809950990000004","19.236247580000001","16.661297210000001","77.880238980000001","31.56982829","18.004642789999998"
"CAV",NA,351,"01.Wine_European",2,0.03,25.58,0,0,4.45,30.06,0.06,51.16,0,0,8.9,60.12,"20.9","22","22.727272729999999","75","60","NA","NA","66.439163829999998","15.277464780000001","13.442772850000001","89.518721630000002","55.24260512","30.399402129999999"
"CBD",NA,352,"01.Wine_European",2,0.03,25.51,0.01,0,3.35,28.9,0.06,51.02,0.02,0,6.7,57.8,"17","15","0","86","47.674418600000003","NA","NA","71.771594789999995","20.07523372","21.13679393","74.122652200000005","31.271897079999999","19.774430420000002"
"AFV",NA,353,"01.Wine_European",2,0.04,17.06,0.01,0,3.01,20.12,0.08,34.12,0.02,0,6.02,40.24,"0","0","NA","0","NA","69.8","64.400000000000006","NA","NA","NA","NA","NA","NA"
"ART",NA,354,"01.Wine_European",2,0.03,21.71,0,0,2.68,24.42,0.06,43.42,0,0,5.36,48.84,"0","1","0","89","16.853932579999999","72.599999999999994","53.7","93.268327659999997","38.77945656","15.17157065","95.339437649999994","84.602628999999993","81.587137279999993"
"AIC",NA,355,"01.Wine_European",1,0.01,28.7,0,0,3.35,32.06,0.01,28.7,0,0,3.35,32.06,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YAF",NA,356,"01.Wine_European",2,0.05,27.86,0.01,0,3.79,31.71,0.1,55.72,0.02,0,7.58,63.42,"NA","51.456310680000001","0","79.508196720000001","7.2164948449999997","NA","NA","42.515453729999997","3.6040413849999999","2.6552168790000001","97.932874229999996","60.398031340000003","39.688013730000002"
"BSR",NA,357,"01.Wine_European",2,5,15.15,0.47,0.59,2.18,23.39,10,30.3,0.94,1.18,4.36,46.78,"0","25","4","82","13.414634149999999","90.3","80.8","87.755396090000005","34.149213279999998","24.299089420000001","96.27552661","84.744380890000002","66.873115990000002"
"BSS",NA,358,"01.Wine_European",2,5.06,15.04,0.47,0.53,2.39,23.49,10.12,30.08,0.94,1.06,4.78,46.98,"0","59","1.6949152540000001","72","22.222222219999999","85.4","76.3","85.142693159999993","28.1747157","20.63721584","95.683867460000002","83.203354640000001","66.018032099999999"
"BTR",NA,359,"01.Wine_European",2,5.53,13.47,0.49,0.61,2.89,22.99,11.06,26.94,0.98,1.22,5.78,45.98,"0","45","13.33333333","76","14.47368421","89.9","84.3","90.798700389999993","44.023541680000001","23.53564102","97.268072509999996","84.512171460000005","66.470464719999995"
"BTP",NA,360,"01.Wine_European",2,6.68,13.78,0.48,0.55,2.41,23.9,13.36,27.56,0.96,1.1,4.82,47.8,"0","35","2.8571428569999999","80","31.25","91.2","85.8","88.69544544","45.72846345","29.072293859999998","95.191259299999999","84.01214779","68.265985040000004"
"ASR",NA,361,"01.Wine_European",2,5.22,13.66,0.49,0.53,2.84,22.74,10.44,27.32,0.98,1.06,5.68,45.48,"0","0","NA","63","9.5238095240000007","68.5","51.4","78.990472620000006","17.43407367","12.968383749999999","81.112937540000004","36.559966760000002","28.187348029999999"
"SACE_YDJ",NA,362,"01.Wine_European",2,6.84,13.15,0.03,0.02,2.72,22.76,13.68,26.3,0.06,0.04,5.44,45.52,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AVB",NA,363,"02.Alpechin",1,0.52,36.29,0,0,2.12,38.93,0.52,36.29,0,0,2.12,38.93,"0","NA","NA","NA","NA","63.6","48.7","NA","NA","NA","NA","NA","NA"
"CDT",NA,364,"02.Alpechin",2,0.5,21.79,0,0,1.93,24.22,1,43.58,0,0,3.86,48.44,"0","25","4","81","45.679012350000001","71.099999999999994","49.8","83.747146130000004","23.51866192","7.0399209679999997","90.523698370000005","45.981041509999997","29.08983499"
"CPG",NA,365,"02.Alpechin",2,0.49,20.62,0,0,2.35,23.46,0.98,41.24,0,0,4.7,46.92,"0","27","0","78","43.589743589999998","87.6","76.8","86.934063109999997","40.374883220000001","23.372296590000001","95.412669039999997","58.606864809999998","36.787238440000003"
"ABM",NA,366,"02.Alpechin",1,5.45,18.27,0,0.01,2.06,25.79,5.45,18.27,0,0.01,2.06,25.79,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AHM",NA,367,"02.Alpechin",1,2.26,20.17,0,0,2.13,24.56,2.26,20.17,0,0,2.13,24.56,"0","NA","NA","NA","NA","60.6","51.7","NA","NA","NA","NA","NA","NA"
"AQA",NA,368,"02.Alpechin",2,0.4,12.03,0.44,0,2.22,15.09,0.8,24.06,0.88,0,4.44,30.18,"0","43","0","93","17.20430108","64.7","28.8","16.01707013","6.3120474270000004","8.423545442","79.311544269999999","3.7139509909999999","2.654972458"
"AQD",NA,369,"02.Alpechin",2,0.43,15.18,0,0,2.3,17.91,0.86,30.36,0,0,4.6,35.82,"0","9","0","16","12.5","66.8","40.1","15.82988482","8.9351871139999997","13.058706320000001","94.205841860000007","48.28524505","31.46777243"
"ATQ",NA,370,"02.Alpechin",2,0.39,17.99,0,0,2.82,21.2,0.78,35.98,0,0,5.64,42.4,"0","0","NA","4","0","58","48.1","36.160545620000001","19.356313440000001","7.9346521470000004","95.191460190000001","72.87184834","36.94072165"
"CGD",NA,371,"02.Alpechin",2,1.51,20.54,0,0,2.04,24.09,3.02,41.08,0,0,4.08,48.18,"0","2","0","61","50.819672130000001","45.8","29","30.759148450000001","11.245506219999999","7.7917073090000004","79.330260350000003","32.621304459999998","30.617762419999998"
"CGE",NA,372,"02.Alpechin",2,1.45,20,0,0,2.1,23.55,2.9,40,0,0,4.2,47.1,"0","3","0","73","38.356164380000003","46.8","29.1","31.600584120000001","10.727583879999999","8.6561033250000001","81.952748299999996","33.023843620000001","30.19480673"
"AHL",NA,373,"02.Alpechin",1,0.55,27.43,0,0,2.1,30.08,0.55,27.43,0,0,2.1,30.08,"0","NA","NA","NA","NA","45.2","33.299999999999997","NA","NA","NA","NA","NA","NA"
"BRK",NA,374,"02.Alpechin",2,0.47,31.32,0,0,2.39,34.18,0.94,62.64,0,0,4.78,68.36,"0","0","NA","0","NA","78.7","62.1","72.909777770000005","16.605535450000001","14.41111371","86.732591490000004","28.586540360000001","25.462150210000001"
"SACE_YBR",NA,375,"02.Alpechin",2,0.52,30.86,0.12,0.05,2.55,34.1,1.04,61.72,0.24,0.1,5.1,68.2,"0","0.96153846200000004","0","28.24427481","27.027027029999999","79.5","41.2134","34.480672079999998","12.1857477","8.0986356879999999","86.998276219999994","31.617067649999999","28.529951239999999"
"AID",NA,376,"02.Alpechin",2,0.49,30.81,0,0,2.24,33.54,0.98,61.62,0,0,4.48,67.08,"0","0","NA","10","30","85.1","64.900000000000006","59.684902809999997","10.98903162","5.3530264479999996","95.197946610000002","76.166870070000002","53.642551869999998"
"AIE",NA,377,"02.Alpechin",1,0.49,31.03,0,0,1.97,33.49,0.49,31.03,0,0,1.97,33.49,"0","NA","NA","NA","NA","80.2","55.7","NA","NA","NA","NA","NA","NA"
"SACE_YAE",NA,378,"02.Alpechin",2,0.5,30.94,0,0,2.6,34.04,1,61.88,0,0,5.2,68.08,"0","0","NA","15.69767442","29.62962963","58.57","28.795000000000002","16.17871238","7.3555476390000001","7.7082976829999996","55.61430026","42.795915800000003","41.608126679999998"
"SACE_YDM",NA,379,"02.Alpechin",2,1.43,34.41,0,0,2.59,38.43,2.86,68.82,0,0,5.18,76.86,"0","15.18987342","0","40.425531909999997","28.07017544","98.51","93.753","113.701424","63.035753999999997","18.463325319999999","89.038869509999998","72.293860530000003","53.568966760000002"
"AGN",NA,380,"M1.Mosaic_Region_1",1,0.04,17.32,2.96,0,1.01,21.33,0.04,17.32,2.96,0,1.01,21.33,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AST",NA,381,"M1.Mosaic_Region_1",2,11.76,8.24,0.87,1,2.38,24.25,23.52,16.48,1.74,2,4.76,48.5,"0","2","0","44","43.18181818","97.4","95.4","100.77128190000001","69.282416949999998","42.671560970000002","92.314266910000001","90.911385050000007","83.855147529999996"
"BHE",NA,382,"M1.Mosaic_Region_1",2,6.14,13.03,0,0,1.79,20.96,12.28,26.06,0,0,3.58,41.92,"0","6","0","92","15.217391299999999","72.900000000000006","54","86.001837929999994","55.202272729999997","25.43273378","94.982636420000006","74.394970299999997","52.708891440000002"
"BHD",NA,383,"M1.Mosaic_Region_1",2,9.34,16.42,0.47,1.04,1.21,28.48,18.68,32.84,0.94,2.08,2.42,56.96,"0","9","0","25","12","79","65.099999999999994","59.925916430000001","23.196298030000001","17.24116136","83.567530939999997","61.717149139999997","38.068511909999998"
"BHM",NA,384,"M1.Mosaic_Region_1",2,0.58,13.52,1.47,0.01,1.2,16.78,1.16,27.04,2.94,0.02,2.4,33.56,"0","4","0","54","14.81481481","43.3","23.1","40.549897199999997","4.2393167260000002","1.9279313600000001","57.248908010000001","20.103093300000001","12.15555133"
"BHT",NA,385,"M1.Mosaic_Region_1",2,9.59,10.02,0.95,1.09,2.23,23.88,19.18,20.04,1.9,2.18,4.46,47.76,"0","16","6.25","96","42.708333330000002","49","33.1","33.039204009999999","6.7436493740000003","4.6386177970000002","82.373396650000004","44.778148450000003","36.152965139999999"
"ASV",NA,386,"M1.Mosaic_Region_1",2,17.95,14.25,0,2.69,1.56,36.45,35.9,28.5,0,5.38,3.12,72.9,"0","40","0","89","5.6179775279999999","80.2","55.9","87.424268179999999","57.992278130000003","30.15119065","97.478255309999994","81.218561989999998","60.649275340000003"
"AHF",NA,387,"M1.Mosaic_Region_1",1,40.74,12.94,1.98,0,3.19,58.85,40.74,12.94,1.98,0,3.19,58.85,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AMP",NA,388,"M1.Mosaic_Region_1",2,60.24,13.05,1.49,0,2.77,77.55,120.48,26.1,2.98,0,5.54,155.1,"0","12","0","69","8.6956521739999992","32.700000000000003","19.5","18.912168149999999","10.684324500000001","10.18793148","77.529516270000002","45.700330630000003","45.752694230000003"
"CPB",NA,389,"M1.Mosaic_Region_1",2,49.56,12.19,1.34,0.04,3.67,66.8,99.12,24.38,2.68,0.08,7.34,133.6,"NA","23","0","81","34.567901229999997","NA","NA","32.85266756","36.503615840000002","53.786601830000002","52.449658370000002","41.46245124","41.986905640000003"
"ACS",NA,390,"M1.Mosaic_Region_1",1,2.11,9.99,0.96,2.11,2.02,17.19,2.11,9.99,0.96,2.11,2.02,17.19,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCI",NA,391,"M1.Mosaic_Region_1",2,0.19,10.5,0.02,0.11,2.35,13.17,0.38,21,0.04,0.22,4.7,26.34,"0","0","NA","25","88.2","72.569999999999993","61.65","15.97012713","7.6195237980000003","7.2265206360000001","84.951971850000007","65.428497609999994","58.250853079999999"
"BHL",NA,392,"M1.Mosaic_Region_1",2,12.88,17.7,0.01,1.03,1.64,33.26,25.76,35.4,0.02,2.06,3.28,66.52,"0","1","0","11","27.272727270000001","77.2","60","76.285702540000003","22.42844685","9.5785173270000001","91.803520160000005","67.001484050000002","48.284239300000003"
"BHK",NA,393,"M1.Mosaic_Region_1",2,20.77,16.77,1.99,1.96,2.19,43.68,41.54,33.54,3.98,3.92,4.38,87.36,"0","15","0","69","10.144927539999999","90.1","81.5","91.077686330000006","53.581039089999997","38.76344443","97.777718870000001","84.77258123","66.544671440000002"
"ACG",NA,394,"M1.Mosaic_Region_1",1,18.33,14.95,0.01,1.03,1.05,35.37,18.33,14.95,0.01,1.03,1.05,35.37,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ACH",NA,395,"M1.Mosaic_Region_1",1,18.34,14.87,0,1.04,1.02,35.27,18.34,14.87,0,1.04,1.02,35.27,"0","NA","NA","NA","NA","88.1","85.9","NA","NA","NA","NA","NA","NA"
"CHV",NA,396,"M1.Mosaic_Region_1",2,18.84,16.3,0.01,1.15,1.12,37.42,37.68,32.6,0.02,2.3,2.24,74.84,"0","0","NA","1","0","81.599999999999994","64.099999999999994","86.348980139999995","63.923792800000001","26.8108343","96.885077679999995","94.243174949999997","77.695774470000003"
"AFR",NA,397,"03.Brazilian_Bioethanol",1,19.15,9.07,1.97,1.88,2.04,34.11,19.15,9.07,1.97,1.88,2.04,34.11,"0","NA","NA","NA","NA","65.099999999999994","53.8","NA","NA","NA","NA","NA","NA"
"BVC",NA,398,"03.Brazilian_Bioethanol",2,18.82,10.28,2.84,0,1.09,33.03,37.64,20.56,5.68,0,2.18,66.06,"NA","0","NA","67","49.253731340000002","NA","NA","NA","NA","NA","NA","NA","NA"
"AEG",NA,399,"03.Brazilian_Bioethanol",1,16.88,7.55,3.36,1,2.65,31.44,16.88,7.55,3.36,1,2.65,31.44,"0","NA","NA","NA","NA","88.4","77.3","84.952522869999996","36.571936770000001","19.414205519999999","91.02123915","66.971933859999993","40.718586999999999"
"AGM",NA,400,"03.Brazilian_Bioethanol",1,17.96,7.33,4.7,2.41,0.94,33.34,17.96,7.33,4.7,2.41,0.94,33.34,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CNQ",NA,401,"03.Brazilian_Bioethanol",2,18.24,6.37,2.27,1.81,2.16,30.85,36.48,12.74,4.54,3.62,4.32,61.7,"12.5","62","6.451612903","90","47.777777780000001","NA","NA","85.453516070000006","26.149281500000001","12.89491739","96.899697489999994","84.364086569999998","69.436875689999994"
"AEH",NA,402,"03.Brazilian_Bioethanol",1,17.58,14.23,3.89,0.93,2.06,38.69,17.58,14.23,3.89,0.93,2.06,38.69,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AFD",NA,403,"03.Brazilian_Bioethanol",1,18.4,12.37,5.08,1.91,1.98,39.74,18.4,12.37,5.08,1.91,1.98,39.74,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AHC",NA,404,"03.Brazilian_Bioethanol",1,21.72,8.15,4.12,0,2.47,36.46,21.72,8.15,4.12,0,2.47,36.46,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BTT",NA,405,"03.Brazilian_Bioethanol",2,19.06,13.19,3.67,0.95,2.17,39.04,38.12,26.38,7.34,1.9,4.34,78.08,"0","26","0","77","22.07792208","82.9","77.900000000000006","85.096355099999997","37.720335669999997","18.993025400000001","94.932920659999994","79.154994130000006","63.689841180000002"
"APH",NA,406,"03.Brazilian_Bioethanol",2,24.34,10.49,4.42,0.91,2.05,42.21,48.68,20.98,8.84,1.82,4.1,84.42,"0","18","0","84","36.904761899999997","75.900000000000006","68.099999999999994","84.540169770000006","40.134611159999999","21.117831559999999","96.609066150000004","76.643889009999995","57.939065450000001"
"BTV",NA,407,"03.Brazilian_Bioethanol",2,20.97,10.67,3.28,0.44,2.15,37.51,41.94,21.34,6.56,0.88,4.3,75.02,"0","35","0","89","33.707865169999998","79.2","74.7","80.599450160000004","35.093383719999999","18.497522889999999","96.811691539999998","83.305277070000002","64.960516760000004"
"BVA",NA,408,"03.Brazilian_Bioethanol",2,22,4.9,3.31,0.52,1.19,31.92,44,9.8,6.62,1.04,2.38,63.84,"NA","64","3.125","77","19.480519480000002","NA","NA","NA","NA","NA","NA","NA","NA"
"CMT",NA,409,"03.Brazilian_Bioethanol",2,18.08,7.69,2.14,1.15,1.73,30.79,36.16,15.38,4.28,2.3,3.46,61.58,"NA","50","68","83","44.578313250000001","NA","NA","NA","NA","NA","NA","NA","NA"
"CNG",NA,410,"03.Brazilian_Bioethanol",2,20.39,7.41,1.85,0.95,1.72,32.32,40.78,14.82,3.7,1.9,3.44,64.64,"NA","43","67.441860469999995","87","65.517241380000002","NA","NA","NA","NA","NA","NA","NA","NA"
"CNK",NA,411,"03.Brazilian_Bioethanol",2,19.23,6.73,1.8,0.97,1.02,29.75,38.46,13.46,3.6,1.94,2.04,59.5,"NA","80","66.25","86","66.279069770000007","NA","NA","NA","NA","NA","NA","NA","NA"
"APG",NA,412,"03.Brazilian_Bioethanol",1,21.09,9.23,1.95,0,2.16,34.43,21.09,9.23,1.95,0,2.16,34.43,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CNM",NA,413,"03.Brazilian_Bioethanol",2,17.37,5.86,1.33,0,1.74,26.3,34.74,11.72,2.66,0,3.48,52.6,"NA","24","4.1666666670000003","86","23.25581395","NA","NA","NA","NA","NA","NA","NA","NA"
"CNP",NA,414,"03.Brazilian_Bioethanol",2,20.2,7.28,1.78,0.01,1.61,30.88,40.4,14.56,3.56,0.02,3.22,61.76,"NA","28","0","91","24.175824179999999","NA","NA","NA","NA","NA","NA","NA","NA"
"CNR",NA,415,"03.Brazilian_Bioethanol",2,21.47,7.88,2.25,0,1.03,32.63,42.94,15.76,4.5,0,2.06,65.26,"NA","20","30","78","30.76923077","NA","NA","NA","NA","NA","NA","NA","NA"
"BVB",NA,416,"03.Brazilian_Bioethanol",2,19.48,9.29,1.4,0.58,2.18,32.93,38.96,18.58,2.8,1.16,4.36,65.86,"35.5","58","37.931034480000001","73","39.7260274","NA","NA","83.806804220000004","31.904596160000001","11.931900410000001","96.402105980000002","85.305988029999995","72.268972399999996"
"CNI",NA,417,"03.Brazilian_Bioethanol",2,16.09,8.63,1.35,0,2,28.07,32.18,17.26,2.7,0,4,56.14,"NA","10","20","77","22.07792208","NA","NA","NA","NA","NA","NA","NA","NA"
"CNH",NA,418,"03.Brazilian_Bioethanol",2,16.2,6.36,1.85,1.04,2.26,27.71,32.4,12.72,3.7,2.08,4.52,55.42,"0","0","NA","0","NA","61.6","53","74.177554020000002","15.93462602","7.9414630290000003","96.804433320000001","79.14475401","57.285422449999999"
"BVH",NA,419,"03.Brazilian_Bioethanol",2,17.57,9.49,2.93,2.1,2.37,34.46,35.14,18.98,5.86,4.2,4.74,68.92,"NA","35","0","77","15.58441558","NA","NA","NA","NA","NA","NA","NA","NA"
"CNN",NA,420,"03.Brazilian_Bioethanol",2,17.09,9.42,2.78,1.81,1.98,33.08,34.18,18.84,5.56,3.62,3.96,66.16,"0","23","0","71","11.26760563","60.2","50.3","72.171067370000003","19.779115040000001","8.7062790099999994","96.804433320000001","81.052545359999996","64.733104580000003"
"CNF",NA,421,"03.Brazilian_Bioethanol",2,17.81,9.35,2.74,1.76,2.06,33.72,35.62,18.7,5.48,3.52,4.12,67.44,"13.9","31","0","78","19.23076923","NA","57.6","75.759760310000004","25.672883500000001","13.24041259","96.904334689999999","76.438328080000005","60.90192639"
"CNB",NA,422,"03.Brazilian_Bioethanol",2,16.96,9.5,2.68,1.79,2.43,33.36,33.92,19,5.36,3.58,4.86,66.72,"13.3","34","0","81","11.11111111","NA","NA","75.404839769999995","28.621059150000001","9.6040381729999993","96.999800489999998","83.450535079999995","65.942406489999996"
"BVG",NA,423,"03.Brazilian_Bioethanol",2,18.43,9.11,2.9,1.65,2.12,34.21,36.86,18.22,5.8,3.3,4.24,68.42,"14","35","0","73","17.808219179999998","NA","NA","74.586058050000005","28.40077011","12.642596660000001","96.899697489999994","83.715261159999997","69.529158899999999"
"CNE",NA,424,"03.Brazilian_Bioethanol",2,17.66,8.93,2.87,1.68,2.31,33.45,35.32,17.86,5.74,3.36,4.62,66.9,"13.8","35","0","84","13.0952381","NA","54.8","78.659056030000002","35.739433509999998","15.98695303","96.897076470000002","84.250876349999999","71.184377519999998"
"CNL",NA,425,"03.Brazilian_Bioethanol",2,18.26,10.27,3.18,1.82,2.73,36.26,36.52,20.54,6.36,3.64,5.46,72.52,"16.7","28","0","88","18.18181818","NA","NA","72.829324709999995","21.130618550000001","18.853078440000001","95.82992969","85.393246610000006","69.173403179999994"
"BVD",NA,426,"03.Brazilian_Bioethanol",2,19.71,9.39,1.82,0.99,2.47,34.38,39.42,18.78,3.64,1.98,4.94,68.76,"0","0","NA","0","NA","67.5","54","NA","NA","NA","NA","NA","NA"
"BVF",NA,427,"03.Brazilian_Bioethanol",2,17.91,7.43,0.98,0.55,2.17,29.04,35.82,14.86,1.96,1.1,4.34,58.08,"24.6","66","0","89","13.48314607","NA","NA","76.629511690000001","28.342452300000001","7.7591837909999999","97.491041060000001","83.72796649","66.884835350000003"
"CNS",NA,428,"03.Brazilian_Bioethanol",2,16.95,7.36,0.95,2.32,2.14,29.72,33.9,14.72,1.9,4.64,4.28,59.44,"23.7","60","0","92","23.913043479999999","NA","NA","75.979321889999994","23.734938039999999","6.7730338339999996","96.690418730000005","81.678330509999995","65.877113449999996"
"CNT",NA,429,"03.Brazilian_Bioethanol",2,17.06,7.27,0.93,2.3,2.1,29.66,34.12,14.54,1.86,4.6,4.2,59.32,"24.8","60","0","90","28.88888889","NA","NA","75.050479330000002","25.147207640000001","8.3512164749999993","97.195167659999996","83.491590380000005","67.354357329999999"
"BVE",NA,430,"03.Brazilian_Bioethanol",1,21.78,10.44,1.84,1.11,1.15,36.32,21.78,10.44,1.84,1.11,1.15,36.32,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CNV",NA,431,"03.Brazilian_Bioethanol",2,21.26,11.07,1.32,1.69,1.5,36.84,42.52,22.14,2.64,3.38,3,73.68,"0","21","0","73","10.958904110000001","82.6","77.2","83.623478829999996","35.903997859999997","29.08416854","95.056890069999994","91.888263890000005","69.13173836"
"AHB",NA,432,"99.Other",1,27.2,14.35,0.84,0,2.3,44.69,27.2,14.35,0.84,0,2.3,44.69,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YBQ",NA,433,"99.Other",2,23.01,13.51,1.7,0,2.71,40.93,46.02,27.02,3.4,0,5.42,81.86,"0","65.811965810000004","0","93.137254900000002","4.2105263160000002","93.67","87.326400000000007","85.323023939999999","8.8549142449999998","3.515797375","91.459862259999994","69.427373399999993","44.981758569999997"
